location code,2Digit,Sym,Branch Name General,Sierra Label - Branch Name,Location Type,Public,location lookup
chj0v,CH,CHR,Chatham Square Branch,Chatham Square Children's Non-Print Media,High Circ,0,CHR
chj0y,CH,CHR,Chatham Square Branch,Chatham Square Children's Young Reader,High Circ,0,CHR
chjr,CH,CHR,Chatham Square Branch,Chatham Square Children's Reference,High Circ,0,CHR
chy,CH,CHR,Chatham Square Branch,Chatham Square Young Adult,High Circ,1,CHR
chy01,CH,CHR,Chatham Square Branch,Chatham Square YA Reference,High Circ,0,CHR
chy0f,CH,CHR,Chatham Square Branch,Chatham Square YA Fiction,High Circ,0,CHR
chy0l,CH,CHR,Chatham Square Branch,Chatham Square YA World Languages,High Circ,0,CHR
chy0n,CH,CHR,Chatham Square Branch,Chatham Square YA Non-Fiction,High Circ,0,CHR
chy0v,CH,CHR,Chatham Square Branch,Chatham Square YA Non-Print Media,High Circ,0,CHR
chyr,CH,CHR,Chatham Square Branch,Chatham Square Young Adult Reference,High Circ,0,CHR
chzzz,CH,CHR,Chatham Square Branch,Chatham Square (error code),High Circ,0,CHR
ci,CI,CI,City Island Branch,City Island,High Circ,0,CI
cia,CI,CI,City Island Branch,City Island Adult,High Circ,1,CI
cia01,CI,CI,City Island Branch,City Island Reference,High Circ,0,CI
cia03,CI,CI,City Island Branch,City Island Closed Shelf Reference,High Circ,0,CI
cia0f,CI,CI,City Island Branch,City Island Fiction,High Circ,0,CI
cia0l,CI,CI,City Island Branch,City Island World Languages,High Circ,0,CI
cia0n,CI,CI,City Island Branch,City Island Non-Fiction,High Circ,0,CI
cia0v,CI,CI,City Island Branch,City Island Non-Print Media,High Circ,0,CI
ciar,CI,CI,City Island Branch,City Island Adult Reference,High Circ,0,CI
cij,CI,CI,City Island Branch,City Island Children,High Circ,1,CI
cij01,CI,CI,City Island Branch,City Island Children's Reference,High Circ,0,CI
cij0a,CI,CI,City Island Branch,City Island Children's Easy Book,High Circ,0,CI
cij0f,CI,CI,City Island Branch,City Island Children's Fiction,High Circ,0,CI
cij0h,CI,CI,City Island Branch,City Island Children's Holiday Book,High Circ,0,CI
cij0i,CI,CI,City Island Branch,City Island Children's Picture Book,High Circ,0,CI
cij0l,CI,CI,City Island Branch,City Island Children's World Languages,High Circ,0,CI
cij0n,CI,CI,City Island Branch,City Island Children's Non-Fiction,High Circ,0,CI
cij0t,CI,CI,City Island Branch,City Island Children's Fairy Tale,High Circ,0,CI
cij0v,CI,CI,City Island Branch,City Island Children's Non-Print Media,High Circ,0,CI
cij0y,CI,CI,City Island Branch,City Island Children's Young Reader,High Circ,0,CI
cijr,CI,CI,City Island Branch,City Island Children's Reference,High Circ,0,CI
ciy,CI,CI,City Island Branch,City Island Young Adult,High Circ,1,CI
ciy01,CI,CI,City Island Branch,City Island YA Reference,High Circ,0,CI
ciy0f,CI,CI,City Island Branch,City Island YA Fiction,High Circ,0,CI
ciy0l,CI,CI,City Island Branch,City Island YA World Languages,High Circ,0,CI
ciy0n,CI,CI,City Island Branch,City Island YA Non-Fiction,High Circ,0,CI
ciy0v,CI,CI,City Island Branch,City Island YA Non-Print Media,High Circ,0,CI
ciyr,CI,CI,City Island Branch,City Island Young Adult Reference,High Circ,0,CI
cizzz,CI,CI,City Island Branch,City Island (error code),High Circ,0,CI
cl,CL,CL,Morningside Heights Branch,Morningside Heights,High Circ,0,CL
cla,CL,CL,Morningside Heights Branch,Morningside Heights Adult,High Circ,1,CL
cla01,CL,CL,Morningside Heights Branch,Morningside Heights Reference,High Circ,0,CL
cla03,CL,CL,Morningside Heights Branch,Morningside Heights Closed Shelf Reference,High Circ,0,CL
cla0f,CL,CL,Morningside Heights Branch,Morningside Heights Fiction,High Circ,0,CL
cla0l,CL,CL,Morningside Heights Branch,Morningside Heights World Languages,High Circ,0,CL
cla0n,CL,CL,Morningside Heights Branch,Morningside Heights Non-Fiction,High Circ,0,CL
cla0v,CL,CL,Morningside Heights Branch,Morningside Heights Non-Print Media,High Circ,0,CL
clar,CL,CL,Morningside Heights Branch,Morningside Heights Adult Reference,High Circ,0,CL
clj,CL,CL,Morningside Heights Branch,Morningside Heights Children,High Circ,1,CL
clj01,CL,CL,Morningside Heights Branch,Morningside Heights Children's Reference,High Circ,0,CL
clj0a,CL,CL,Morningside Heights Branch,Morningside Heights Children's Easy Book,High Circ,0,CL
clj0f,CL,CL,Morningside Heights Branch,Morningside Heights Children's Fiction,High Circ,0,CL
clj0h,CL,CL,Morningside Heights Branch,Morningside Heights Children's Holiday Book,High Circ,0,CL
clj0i,CL,CL,Morningside Heights Branch,Morningside Heights Children's Picture Book,High Circ,0,CL
clj0l,CL,CL,Morningside Heights Branch,Morningside Heights Children's World Languages,High Circ,0,CL
clj0n,CL,CL,Morningside Heights Branch,Morningside Heights Children's Non-Fiction,High Circ,0,CL
clj0t,CL,CL,Morningside Heights Branch,Morningside Heights Children's Fairy Tale,High Circ,0,CL
clj0v,CL,CL,Morningside Heights Branch,Morningside Heights Children's Non-Print Media,High Circ,0,CL
clj0y,CL,CL,Morningside Heights Branch,Morningside Heights Children's Young Reader,High Circ,0,CL
cljr,CL,CL,Morningside Heights Branch,Morningside Heights Children's Reference,High Circ,0,CL
cly,CL,CL,Morningside Heights Branch,Morningside Heights Young Adult,High Circ,1,CL
cly01,CL,CL,Morningside Heights Branch,Morningside Heights YA Reference,High Circ,0,CL
cly0f,CL,CL,Morningside Heights Branch,Morningside Heights YA Fiction,High Circ,0,CL
cly0l,CL,CL,Morningside Heights Branch,Morningside Heights YA World Languages,High Circ,0,CL
cly0n,CL,CL,Morningside Heights Branch,Morningside Heights YA Non-Fiction,High Circ,0,CL
cly0v,CL,CL,Morningside Heights Branch,Morningside Heights YA Non-Print Media,High Circ,0,CL
clyr,CL,CL,Morningside Heights Branch,Morningside Heights Young Adult Reference,High Circ,0,CL
clzzz,CL,CL,Morningside Heights Branch,Morningside Heights (error code),High Circ,0,CL
cp,CP,CP,Clason's Point Branch,Clason's Point,Mixed Use,0,CP
cpa,CP,CP,Clason's Point Branch,Clason's Point Adult,Mixed Use,1,CP
cpa01,CP,CP,Clason's Point Branch,Clason's Point Reference,Mixed Use,0,CP
cpa03,CP,CP,Clason's Point Branch,Clason's Point Closed Shelf Reference,Mixed Use,0,CP
cpa0f,CP,CP,Clason's Point Branch,Clason's Point Fiction,Mixed Use,0,CP
cpa0l,CP,CP,Clason's Point Branch,Clason's Point World Languages,Mixed Use,0,CP
cpa0n,CP,CP,Clason's Point Branch,Clason's Point Non-Fiction,Mixed Use,0,CP
cpa0v,CP,CP,Clason's Point Branch,Clason's Point Non-Print Media,Mixed Use,0,CP
cpa0w,CP,CP,Clason's Point Branch,Clason's Point Adult Learning Center,Mixed Use,0,CP
cpar,CP,CP,Clason's Point Branch,Clason's Point Adult Reference,Mixed Use,0,CP
cpj,CP,CP,Clason's Point Branch,Clason's Point Children,Mixed Use,1,CP
cpj01,CP,CP,Clason's Point Branch,Clason's Point Children's Reference,Mixed Use,0,CP
cpj0a,CP,CP,Clason's Point Branch,Clason's Point Children's Easy Book,Mixed Use,0,CP
cpj0f,CP,CP,Clason's Point Branch,Clason's Point Children's Fiction,Mixed Use,0,CP
cpj0h,CP,CP,Clason's Point Branch,Clason's Point Children's Holiday Book,Mixed Use,0,CP
cpj0i,CP,CP,Clason's Point Branch,Clason's Point Children's Picture Book,Mixed Use,0,CP
cpj0l,CP,CP,Clason's Point Branch,Clason's Point Children's World Languages,Mixed Use,0,CP
cpj0n,CP,CP,Clason's Point Branch,Clason's Point Children's Non-Fiction,Mixed Use,0,CP
cpj0t,CP,CP,Clason's Point Branch,Clason's Point Children's Fairy Tale,Mixed Use,0,CP
cpj0v,CP,CP,Clason's Point Branch,Clason's Point Children's Non-Print Media,Mixed Use,0,CP
cpj0y,CP,CP,Clason's Point Branch,Clason's Point Children's Young Reader,Mixed Use,0,CP
cpjr,CP,CP,Clason's Point Branch,Clason's Point Children's Reference,Mixed Use,0,CP
cpy,CP,CP,Clason's Point Branch,Clason's Point Young Adult,Mixed Use,1,CP
cpy01,CP,CP,Clason's Point Branch,Clason's Point YA Reference,Mixed Use,0,CP
cpy0f,CP,CP,Clason's Point Branch,Clason's Point YA Fiction,Mixed Use,0,CP
cpy0l,CP,CP,Clason's Point Branch,Clason's Point YA World Languages,Mixed Use,0,CP
cpy0n,CP,CP,Clason's Point Branch,Clason's Point YA Non-Fiction,Mixed Use,0,CP
cpy0v,CP,CP,Clason's Point Branch,Clason's Point YA Non-Print Media,Mixed Use,0,CP
cpyr,CP,CP,Clason's Point Branch,Clason's Point Young Adult Reference,Mixed Use,0,CP
cpzzz,CP,CP,Clason's Point Branch,Clason's Point (error code),Mixed Use,0,CP
cs,CS,CS,Columbus Branch,Columbus,High Circ,0,CS
csa,CS,CS,Columbus Branch,Columbus Adult,High Circ,1,CS
csa01,CS,CS,Columbus Branch,Columbus Reference,High Circ,0,CS
csa03,CS,CS,Columbus Branch,Columbus Closed Shelf Reference,High Circ,0,CS
csa0f,CS,CS,Columbus Branch,Columbus Fiction,High Circ,0,CS
csa0l,CS,CS,Columbus Branch,Columbus World Languages,High Circ,0,CS
csa0n,CS,CS,Columbus Branch,Columbus Non-Fiction,High Circ,0,CS
csa0v,CS,CS,Columbus Branch,Columbus Non-Print Media,High Circ,0,CS
csar,CS,CS,Columbus Branch,Columbus Adult Reference,High Circ,0,CS
csj,CS,CS,Columbus Branch,Columbus Children,High Circ,1,CS
csj01,CS,CS,Columbus Branch,Columbus Children's Reference,High Circ,0,CS
csj0a,CS,CS,Columbus Branch,Columbus Children's Easy Book,High Circ,0,CS
csj0f,CS,CS,Columbus Branch,Columbus Children's Fiction,High Circ,0,CS
csj0h,CS,CS,Columbus Branch,Columbus Children's Holiday Book,High Circ,0,CS
csj0i,CS,CS,Columbus Branch,Columbus Children's Picture Book,High Circ,0,CS
csj0l,CS,CS,Columbus Branch,Columbus Children's World Languages,High Circ,0,CS
csj0n,CS,CS,Columbus Branch,Columbus Children's Non-Fiction,High Circ,0,CS
csj0t,CS,CS,Columbus Branch,Columbus Children's Fairy Tale,High Circ,0,CS
csj0v,CS,CS,Columbus Branch,Columbus Children's Non-Print Media,High Circ,0,CS
csj0y,CS,CS,Columbus Branch,Columbus Children's Young Reader,High Circ,0,CS
csjr,CS,CS,Columbus Branch,Columbus Children's Reference,High Circ,0,CS
csy,CS,CS,Columbus Branch,Columbus Young Adult,High Circ,1,CS
csy01,CS,CS,Columbus Branch,Columbus YA Reference,High Circ,0,CS
csy0f,CS,CS,Columbus Branch,Columbus YA Fiction,High Circ,0,CS
csy0l,CS,CS,Columbus Branch,Columbus YA World Languages,High Circ,0,CS
csy0n,CS,CS,Columbus Branch,Columbus YA Non-Fiction,High Circ,0,CS
csy0v,CS,CS,Columbus Branch,Columbus YA Non-Print Media,High Circ,0,CS
csyr,CS,CS,Columbus Branch,Columbus Young Adult Reference,High Circ,0,CS
cszzz,CS,CS,Columbus Branch,Columbus (error code),High Circ,0,CS
ct,CT,CT,Castle Hill Branch,Castle Hill,Mixed Use,0,CT
cta,CT,CT,Castle Hill Branch,Castle Hill Adult,Mixed Use,1,CT
cta01,CT,CT,Castle Hill Branch,Castle Hill Reference,Mixed Use,0,CT
cta03,CT,CT,Castle Hill Branch,Castle Hill Closed Shelf Reference,Mixed Use,0,CT
cta0f,CT,CT,Castle Hill Branch,Castle Hill Fiction,Mixed Use,0,CT
cta0l,CT,CT,Castle Hill Branch,Castle Hill World Languages,Mixed Use,0,CT
cta0n,CT,CT,Castle Hill Branch,Castle Hill Non-Fiction,Mixed Use,0,CT
cta0v,CT,CT,Castle Hill Branch,Castle Hill Non-Print Media,Mixed Use,0,CT
cta0w,CT,CT,Castle Hill Branch,Castle Hill Adult Learning Center,Mixed Use,0,CT
ctar,CT,CT,Castle Hill Branch,Castle Hill Adult Reference,Mixed Use,0,CT
ctj,CT,CT,Castle Hill Branch,Castle Hill Children,Mixed Use,1,CT
ctj01,CT,CT,Castle Hill Branch,Castle Hill Children's Reference,Mixed Use,0,CT
ctj0a,CT,CT,Castle Hill Branch,Castle Hill Children's Easy Book,Mixed Use,0,CT
ctj0f,CT,CT,Castle Hill Branch,Castle Hill Children's Fiction,Mixed Use,0,CT
ctj0h,CT,CT,Castle Hill Branch,Castle Hill Children's Holiday Book,Mixed Use,0,CT
ctj0i,CT,CT,Castle Hill Branch,Castle Hill Children's Picture Book,Mixed Use,0,CT
ctj0l,CT,CT,Castle Hill Branch,Castle Hill Children's World Languages,Mixed Use,0,CT
ctj0n,CT,CT,Castle Hill Branch,Castle Hill Children's Non-Fiction,Mixed Use,0,CT
ctj0t,CT,CT,Castle Hill Branch,Castle Hill Children's Fairy Tale,Mixed Use,0,CT
ctj0v,CT,CT,Castle Hill Branch,Castle Hill Children's Non-Print Media,Mixed Use,0,CT
ctj0y,CT,CT,Castle Hill Branch,Castle Hill Children's Young Reader,Mixed Use,0,CT
ctjr,CT,CT,Castle Hill Branch,Castle Hill Children's Reference,Mixed Use,0,CT
cty,CT,CT,Castle Hill Branch,Castle Hill Young Adult,Mixed Use,1,CT
cty01,CT,CT,Castle Hill Branch,Castle Hill YA Reference,Mixed Use,0,CT
cty0f,CT,CT,Castle Hill Branch,Castle Hill YA Fiction,Mixed Use,0,CT
cty0l,CT,CT,Castle Hill Branch,Castle Hill YA World Languages,Mixed Use,0,CT
cty0n,CT,CT,Castle Hill Branch,Castle Hill YA Non-Fiction,Mixed Use,0,CT
cty0v,CT,CT,Castle Hill Branch,Castle Hill YA Non-Print Media,Mixed Use,0,CT
ctyr,CT,CT,Castle Hill Branch,Castle Hill Young Adult Reference,Mixed Use,0,CT
ctzzz,CT,CT,Castle Hill Branch,Castle Hill (error code),Mixed Use,0,CT
dh,DH,DH,Dongan Hills Branch,Dongan Hills,High Circ,0,DH
dha,DH,DH,Dongan Hills Branch,Dongan Hills Adult,High Circ,1,DH
dha01,DH,DH,Dongan Hills Branch,Dongan Hills Reference,High Circ,0,DH
dha03,DH,DH,Dongan Hills Branch,Dongan Hills Closed Shelf Reference,High Circ,0,DH
dha0f,DH,DH,Dongan Hills Branch,Dongan Hills Fiction,High Circ,0,DH
dha0l,DH,DH,Dongan Hills Branch,Dongan Hills World Languages,High Circ,0,DH
dha0n,DH,DH,Dongan Hills Branch,Dongan Hills Non-Fiction,High Circ,0,DH
dha0v,DH,DH,Dongan Hills Branch,Dongan Hills Non-Print Media,High Circ,0,DH
dha0w,DH,DH,Dongan Hills Branch,Dongan Hills Adult Learning Center,High Circ,0,DH
dhar,DH,DH,Dongan Hills Branch,Dongan Hills Adult Reference,High Circ,0,DH
dhj,DH,DH,Dongan Hills Branch,Dongan Hills Children,High Circ,1,DH
dhj01,DH,DH,Dongan Hills Branch,Dongan Hills Children's Reference,High Circ,0,DH
dhj0a,DH,DH,Dongan Hills Branch,Dongan Hills Children's Easy Book,High Circ,0,DH
dhj0f,DH,DH,Dongan Hills Branch,Dongan Hills Children's Fiction,High Circ,0,DH
dhj0h,DH,DH,Dongan Hills Branch,Dongan Hills Children's Holiday Book,High Circ,0,DH
dhj0i,DH,DH,Dongan Hills Branch,Dongan Hills Children's Picture Book,High Circ,0,DH
dhj0l,DH,DH,Dongan Hills Branch,Dongan Hills Children's World Languages,High Circ,0,DH
dhj0n,DH,DH,Dongan Hills Branch,Dongan Hills Children's Non-Fiction,High Circ,0,DH
dhj0t,DH,DH,Dongan Hills Branch,Dongan Hills Children's Fairy Tale,High Circ,0,DH
dhj0v,DH,DH,Dongan Hills Branch,Dongan Hills Children's Non-Print Media,High Circ,0,DH
dhj0y,DH,DH,Dongan Hills Branch,Dongan Hills Children's Young Reader,High Circ,0,DH
dhjr,DH,DH,Dongan Hills Branch,Dongan Hills Children's Reference,High Circ,0,DH
dhy,DH,DH,Dongan Hills Branch,Dongan Hills Young Adult,High Circ,1,DH
dhy01,DH,DH,Dongan Hills Branch,Dongan Hills YA Reference,High Circ,0,DH
dhy0f,DH,DH,Dongan Hills Branch,Dongan Hills YA Fiction,High Circ,0,DH
dhy0l,DH,DH,Dongan Hills Branch,Dongan Hills YA World Languages,High Circ,0,DH
dhy0n,DH,DH,Dongan Hills Branch,Dongan Hills YA Non-Fiction,High Circ,0,DH
dhy0v,DH,DH,Dongan Hills Branch,Dongan Hills YA Non-Print Media,High Circ,0,DH
dhyr,DH,DH,Dongan Hills Branch,Dongan Hills Young Adult Reference,High Circ,0,DH
dhzzz,DH,DH,Dongan Hills Branch,Dongan Hills (error code),High Circ,0,DH
dy,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil,High Circ,0,DY
dya,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil Adult,High Circ,1,DY
dya01,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil Reference,High Circ,0,DY
dya03,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil Closed Shelf Reference,High Circ,0,DY
dya0f,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil Fiction,High Circ,0,DY
dya0l,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil World Languages,High Circ,0,DY
dya0n,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil Non-Fiction,High Circ,0,DY
dya0v,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil Non-Print Media,High Circ,0,DY
dyar,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil Adult Reference,High Circ,0,DY
dyj,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil Children,High Circ,1,DY
dyj01,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil Children's Reading Room,High Circ,0,DY
dyj0a,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil Children's Easy Book,High Circ,0,DY
dyj0f,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil Children's Fiction,High Circ,0,DY
dyj0h,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil Children's Holiday Book,High Circ,0,DY
dyj0i,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil Children's Picture Book,High Circ,0,DY
dyj0l,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil Children's World Languages,High Circ,0,DY
dyj0n,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil Children's Non-Fiction,High Circ,0,DY
dyj0t,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil Children's Fairy Tale,High Circ,0,DY
dyj0v,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil Children's Non-Print Media,High Circ,0,DY
dyj0y,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil Children's Young Reader,High Circ,0,DY
dyjr,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil Children's Reference,High Circ,0,DY
dyy,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil Young Adult,High Circ,1,DY
dyy01,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil YA Reference,High Circ,0,DY
dyy0f,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil YA Fiction,High Circ,0,DY
dyy0l,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil YA World Languages,High Circ,0,DY
dyy0n,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil YA Non-Fiction,High Circ,0,DY
dyy0v,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil YA Non-Print Media,High Circ,0,DY
dyyr,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil Young Adult Reference,High Circ,0,DY
dyzzz,DY,DY,Spuyten Duyvil Branch,Spuyten Duyvil (error code),High Circ,0,DY
ea,EA,EA,Eastchester Branch,Eastchester,Mixed Use,0,EA
eaa,EA,EA,Eastchester Branch,Eastchester Adult,Mixed Use,1,EA
eaa01,EA,EA,Eastchester Branch,Eastchester Reference,Mixed Use,0,EA
eaa03,EA,EA,Eastchester Branch,Eastchester Closed Shelf Reference,Mixed Use,0,EA
eaa0f,EA,EA,Eastchester Branch,Eastchester Fiction,Mixed Use,0,EA
eaa0l,EA,EA,Eastchester Branch,Eastchester World Languages,Mixed Use,0,EA
eaa0n,EA,EA,Eastchester Branch,Eastchester Non-Fiction,Mixed Use,0,EA
eaa0v,EA,EA,Eastchester Branch,Eastchester Non-Print Media,Mixed Use,0,EA
eaar,EA,EA,Eastchester Branch,Eastchester Adult Reference,Mixed Use,0,EA
eaj,EA,EA,Eastchester Branch,Eastchester Children,Mixed Use,1,EA
eaj01,EA,EA,Eastchester Branch,Eastchester Children's Reference,Mixed Use,0,EA
eaj0a,EA,EA,Eastchester Branch,Eastchester Children's Easy Book,Mixed Use,0,EA
eaj0f,EA,EA,Eastchester Branch,Eastchester Children's Fiction,Mixed Use,0,EA
eaj0h,EA,EA,Eastchester Branch,Eastchester Children's Holiday Book,Mixed Use,0,EA
eaj0i,EA,EA,Eastchester Branch,Eastchester Children's Picture Book,Mixed Use,0,EA
eaj0l,EA,EA,Eastchester Branch,Eastchester Children's World Languages,Mixed Use,0,EA
eaj0n,EA,EA,Eastchester Branch,Eastchester Children's Non-Fiction,Mixed Use,0,EA
eaj0t,EA,EA,Eastchester Branch,Eastchester Children's Fairy Tale,Mixed Use,0,EA
eaj0v,EA,EA,Eastchester Branch,Eastchester Children's Non-Print Media,Mixed Use,0,EA
eaj0y,EA,EA,Eastchester Branch,Eastchester Children's Young Reader,Mixed Use,0,EA
eajr,EA,EA,Eastchester Branch,Eastchester Children's Reference,Mixed Use,0,EA
eay,EA,EA,Eastchester Branch,Eastchester Young Adult,Mixed Use,1,EA
eay01,EA,EA,Eastchester Branch,Eastchester YA Reference,Mixed Use,0,EA
eay0f,EA,EA,Eastchester Branch,Eastchester YA Fiction,Mixed Use,0,EA
eay0l,EA,EA,Eastchester Branch,Eastchester YA World Languages,Mixed Use,0,EA
eay0n,EA,EA,Eastchester Branch,Eastchester YA Non-Fiction,Mixed Use,0,EA
eay0v,EA,EA,Eastchester Branch,Eastchester YA Non-Print Media,Mixed Use,0,EA
eayr,EA,EA,Eastchester Branch,Eastchester Young Adult Reference,Mixed Use,0,EA
eazzz,EA,EA,Eastchester Branch,Eastchester (error code),Mixed Use,0,EA
ed,ED,ED,LSC Educator Collection,LSC Educator Collection,,0,
eduls,ED,ED,LSC Educator Collection,LSC Educator Collection,,0,
ep,EP,EP,Epiphany Branch,Epiphany,High Circ,0,EP
epa,EP,EP,Epiphany Branch,Epiphany Adult,High Circ,1,EP
epa01,EP,EP,Epiphany Branch,Epiphany Reference,High Circ,0,EP
epa03,EP,EP,Epiphany Branch,Epiphany Closed Shelf Reference,High Circ,0,EP
epa0f,EP,EP,Epiphany Branch,Epiphany Fiction,High Circ,0,EP
epa0l,EP,EP,Epiphany Branch,Epiphany World Languages,High Circ,0,EP
epa0n,EP,EP,Epiphany Branch,Epiphany Non-Fiction,High Circ,0,EP
epa0v,EP,EP,Epiphany Branch,Epiphany Non-Print Media,High Circ,0,EP
epar,EP,EP,Epiphany Branch,Epiphany Adult Reference,High Circ,0,EP
epj,EP,EP,Epiphany Branch,Epiphany Children,High Circ,1,EP
epj01,EP,EP,Epiphany Branch,Epiphany Children's Reference,High Circ,0,EP
epj0a,EP,EP,Epiphany Branch,Epiphany Children's Easy Book,High Circ,0,EP
epj0f,EP,EP,Epiphany Branch,Epiphany Children's Fiction,High Circ,0,EP
epj0h,EP,EP,Epiphany Branch,Epiphany Children's Holiday Book,High Circ,0,EP
epj0i,EP,EP,Epiphany Branch,Epiphany Children's Picture Book,High Circ,0,EP
epj0l,EP,EP,Epiphany Branch,Epiphany Children's World Languages,High Circ,0,EP
epj0n,EP,EP,Epiphany Branch,Epiphany Children's Non-Fiction,High Circ,0,EP
epj0t,EP,EP,Epiphany Branch,Epiphany Children's Fairy Tale,High Circ,0,EP
epj0v,EP,EP,Epiphany Branch,Epiphany Children's Non-Print Media,High Circ,0,EP
epj0y,EP,EP,Epiphany Branch,Epiphany Children's Young Reader,High Circ,0,EP
epjr,EP,EP,Epiphany Branch,Epiphany Children's Reference,High Circ,0,EP
epy,EP,EP,Epiphany Branch,Epiphany Young Adult,High Circ,1,EP
epy01,EP,EP,Epiphany Branch,Epiphany YA Reference,High Circ,0,EP
epy0f,EP,EP,Epiphany Branch,Epiphany YA Fiction,High Circ,0,EP
epy0l,EP,EP,Epiphany Branch,Epiphany YA World Languages,High Circ,0,EP
epy0n,EP,EP,Epiphany Branch,Epiphany YA Non-Fiction,High Circ,0,EP
epy0v,EP,EP,Epiphany Branch,Epiphany YA Non-Print Media,High Circ,0,EP
epyr,EP,EP,Epiphany Branch,Epiphany Young Adult Reference,High Circ,0,EP
epzzz,EP,EP,Epiphany Branch,Epiphany (error code),High Circ,0,EP
